order_id,customer_id,product_name,sale_amount,order_date
182,143,Chocolate Mint Cookies,2899.76,2025-08-25
183,401,Organic Baby Spinach,3914.77,2025-02-14
184,215,Faux Leather Leggings,3467.13,2025-05-31
185,381,Wireless Induction Charger,,2025-06-12
186,37,Pumpkin Spice Latte Mix,109.89,2025-10-28
187,414,Roasted Red Pepper Hummus,879.56,2025-08-22
188,326,Wireless Gaming Mouse,3382.4,2025-05-12
189,387,Adjustable Laptop Stand,237.22,2025-07-15
190,139,Travel Makeup Organizer,4149.53,2025-08-02
191,377,Chocolate Fudge Brownie Mix,2327.58,2025-05-16
192,216,Apple Sauce,4036.04,2025-04-02
193,184,Magnetic Spice Jars,100.09,2025-09-09
194,303,Folding Backpack Chair,178.15,2025-03-16
195,287,Vintage Button-Down Shirt,,2025-02-13
196,490,Vegan Tacos,2118.06,2025-10-28
197,48,Outdoor Inflatable Pool,3408.32,2025-08-31
198,398,Suede Ankle Booties,1940.54,2025-08-12
199,222,Zesty Garlic Marinade,1410.48,2025-10-18
200,345,Bamboo Utensil Holder,2290.1,2025-10-16
201,301,Deep Tissue Massage Gun,4952.1,2025-07-17
202,168,Peach Yogurt,2815.55,2025-05-24
203,229,High-Top Leather Boots,2914.39,2025-02-07
204,378,Memory Foam Mattress Pad,3816.28,2025-04-01
205,143,Sporty Leggings,1540.08,
206,223,Solar Power Bank,3074.64,2025-12-06
207,458,Asian Noodle Salad Kit,4431.44,2025-02-08
208,115,Natural Soy Candles,1830.26,2025-10-09
209,328,Honey Sesame Cashews,1447.93,2025-06-11
210,492,Multi-Functional Rice Cooker,4908.35,2025-03-28
211,48,Compressible Packing Cubes,1365.64,2025-01-04
212,299,Barbecue Chicken Pizza,,2025-07-24
213,275,Beef Stroganoff Mix,3863.54,2025-02-27
214,329,Wall Art Stickers,,2025-07-31
215,422,Cucumber,1093.09,2025-08-20
216,10,Self-Stirring Mug,,
217,478,Durable Hiking Boots,1021.66,2025-01-02
218,391,Slingback Sandals,2642.52,2025-05-14
219,333,Artisan Cornbread Mix,1972.84,2025-10-10
220,90,Waterproof Rain Boots,4385.57,2025-12-18
221,348,Chiffon Blouse,475.92,2025-11-24
222,27,Adjustable Stand for Tablets and Smartphones,130.72,2025-08-07
223,30,Fruit and Nut Medley,1339.55,
224,55,Legging Pants,597.34,2025-04-24
225,73,Chic Jumpsuit,1436.58,2025-12-20
226,148,Body Pillow Case,,2025-01-11
227,68,Protein Pancake Mix,4513.79,2025-07-28
228,222,Whole Wheat Bread,2089.81,2025-02-26
229,76,Digital Wireless Camera,535.93,
230,256,Cacao Powder,,2025-10-17
231,76,Bamboo Memory Foam Pillow,1964.17,2025-01-08
232,70,Toy Building Set,4736.58,2025-01-04
233,24,Foldable Yoga Mat,,2025-01-10
234,36,Vegan chocolate chip cookies,525.57,2025-10-19
235,426,Inflatable Paddle Board,4160.38,2025-08-30
236,193,Pet Water Fountain with Filtration,2635.82,2025-07-11
237,328,Pretzel Bites,379.89,2025-07-26
238,193,Smartphone Holder for Car,4815.79,2025-07-20
239,432,Set of Herb Garden Markers,2598.53,2025-10-10
240,390,Customizable Name Puzzle,2706.67,2025-03-05
241,174,Chewy Granola Bars,4284.99,2025-08-29
242,498,Honey Sesame Chicken Mix,1017.16,2025-11-04
243,155,Incense Holder,2916.9,2025-05-24
244,176,Frozen Chicken Nuggets,493.11,2025-05-18
245,491,Vanilla Almond Granola,250.71,2025-07-26
246,206,Teriyaki Stir-Fry Sauce,187.7,2025-08-04
247,540,Tomato Paste,569.24,2025-11-15
248,355,Sweet Potatoes,2312.49,2025-11-02
249,167,Pita Bread,,2025-06-15
250,99,Organic Spinach,501.32,2025-10-27
251,204,Pet Caress Brush,2238.06,2025-08-29
252,495,Rechargeable Laptop Battery Pack,151.04,2025-12-15
253,309,Coffee Making Kit,3775.86,2025-10-24
254,303,Comfort Flats,1921.44,2025-11-25
255,276,Cheddar & Bacon Potato Skins,4968.55,2025-06-09
256,204,Peach Salsa,4448.39,
257,453,Measuring Cups Set,4608.87,2025-11-16
258,355,Granola Bars,,2025-05-29
259,315,Puff Pastry,2998.78,2025-03-02
260,264,Thai Peanut Dressing,4217.99,2025-02-14
261,518,Zesty Garlic Hummus,1550.68,2025-08-22
262,46,High-Top Leather Boots,154.83,2025-09-02
263,521,LED Strip Lights Kit,430.05,2025-06-10
264,87,Basic V-Neck T-Shirt,1750.32,2025-02-15
265,267,Cinnamon Roll Dough,4709.57,
266,216,Golf Putting Green,4457.62,2025-07-19
267,204,Protein Powder,4712.97,2025-08-05
268,433,Plant Pot Drip Trays,1613.27,2025-08-07
269,336,Motorcycle Phone Mount,1567.57,2025-08-14
270,352,Organic Green Apples,4979.93,2025-05-01
271,69,Luxury Bath Salts,4149.72,2025-12-30
272,321,Compact Dishwasher,3254.14,2025-02-28
273,494,LED Desk Lamp with USB Charging Port,1638.36,2025-11-07
274,350,Dark Chocolate Tart,2331.24,2025-06-26
275,300,Cotton Basic Tank,3773.3,
276,366,Spicy Roasted Nuts,3094.27,2025-09-07
277,454,Teriyaki Tofu Stir-Fry,88.33,2025-11-18
278,436,Canned Coconut Milk,975.44,
279,298,Insulated Wine Tote,3684.25,2025-11-26
280,215,Miso Soup Starter,2206.62,2025-06-15
281,186,Wireless HDMI Receiver,3288.32,2025-04-02
282,377,Organic Green Lentils,,2025-06-12
283,510,Portable Phone Mug Holder,4963.18,2025-12-06
284,527,Pumpkin Spice Latte Mix,579.7,
285,359,Heart-Shaped Baking Molds,2312.0,2025-08-19
286,230,Tuna Fish (canned),725.9,2025-10-23
287,287,Portable Phone Mug Holder,2211.91,2025-12-16
288,186,Potato Wedge Seasoning,707.91,2025-08-26
289,120,Spinach Pizza Rolls,178.84,2025-12-08
290,41,Herb Drying Rack,3526.18,2025-09-08
291,515,Whole Roasted Chicken,724.7,2025-08-09
292,94,Wireless Charging Pad,3629.93,2025-12-06
293,388,Hibiscus Herbal Tea,128.84,
294,505,Vegetable Fried Rice,777.95,2025-05-01
295,32,Organic Spinach,1821.03,2025-04-25
296,327,Pesto Pasta Salad,1829.4,2025-04-19
297,287,Ceramic Non-Stick Frying Pan,2416.81,2025-10-19
298,278,Mango Chia Pudding,4146.38,2025-04-29
299,419,Vegetable Stock,,2025-08-18
300,399,Tailored Dress Pants,3731.6,2025-03-14
301,251,Portable SSD,981.1,2025-05-04
302,531,Electric Bike,4655.84,2025-04-23
303,540,Car Diagnostic Scanner,167.39,2025-03-08
304,73,Almond Flour Pancake Mix,2266.75,2025-07-01
305,254,Maple Breakfast Sausage,1939.63,2025-12-16
306,390,Dishwasher Safe Cutting Board,784.45,2025-12-08
307,94,Self-Watering Planters,4524.18,2025-06-15
308,397,Smart Light Bulbs,2107.84,2025-03-04
309,79,Whole Grain Mustard,3556.2,
310,508,Roasted Red Pepper Sauce,3118.93,2025-03-07
311,198,Smoked Paprika Chicken Thighs,1077.69,2025-09-13
312,353,Garden Vegetable Chips,3669.37,2025-02-13
313,505,Sriracha Chili Sauce,387.97,2025-02-15
314,400,Waterproof Rain Boots,3854.91,
315,124,Stick Vacuums Cleaner,508.13,2025-06-17
316,66,Peanut Butter Pretzel Nuggets,2704.8,2025-02-11
317,187,Decorative Throw Pillows,1192.13,2025-10-04
318,419,Balsamic Glazed Brussels Sprouts,3930.08,2025-09-14
319,271,Honey Butter Popcorn,1252.48,2025-11-07
320,12,Outdoor Camping Lantern,3927.65,2025-03-21
321,141,Customizable Photo Calendar,647.47,2025-11-23
322,4,Basil Tomato Soup,3834.87,2025-05-28
323,174,Outdoor Camping Lantern,2523.15,2025-01-12
324,144,Paint By Numbers Kit,3227.17,2025-09-30
325,485,Chipotle Sauce,710.84,2025-05-23
326,19,Chocolate Chip Cookie Dough,4524.55,2025-03-03
327,496,Beach Cover-Up,1767.48,2025-03-23
328,492,Rechargeable Electric Toothbrush,1018.48,
329,215,Greek Yogurt,1820.19,2025-01-30
330,6,Reusable Produce Bags Set,3185.62,2025-12-21
331,372,Electric Rice Cooker,1843.45,2025-04-22
332,135,Non-Stick Grill Pan,1050.75,2025-11-18
333,537,Basic V-Neck T-Shirt,4550.01,2025-09-15
334,413,Body Pillow Case,393.28,2025-03-02
335,340,Smoked Gouda Cheese,624.45,
336,237,Whole Grain Hamburger Buns,224.03,2025-05-29
337,378,Cotton Sweatpants,4429.17,2025-01-22
338,160,Adjustable Standing Desk,2173.12,2025-02-28
339,465,Curried Lentil Salad,4717.93,2025-04-04
340,66,Smart Water Bottle with Hydration Reminder,1862.0,2025-11-20
341,446,Kids' Crafting Station,4437.11,2025-05-19
342,171,Organic Almonds,4549.75,2025-05-11
343,443,Set of Silicone Baking Molds,4366.27,2025-10-11
344,208,Infrared Space Heater,3751.19,2025-08-13
345,323,Pet Caress Brush,673.82,2025-09-04
346,126,Honey Lemon Tea,2844.61,2025-10-18
347,170,Mini Cordless Vacuum Cleaner,589.19,2025-11-08
348,51,Asian Noodle Salad Kit,4239.2,2025-05-17
349,291,Garden Tool Set with Carrying Bag,344.89,2025-04-21
350,96,Nutritional Yeast,3486.78,2025-03-29
351,442,Ceramic Knife Set,4714.96,2025-08-22
352,490,Energy Protein Bars,3250.71,2025-10-31
353,103,Pet Water Fountain with Filtration,2234.48,2025-12-17
354,157,Collapsible Camping Cup,1480.31,2025-09-29
355,441,Truffle Parmesan Fries,60.18,2025-07-05
356,539,Chocolate Chip Cookie Dough,258.47,2025-07-10
357,64,Premium Flashlight,2548.11,2025-12-18
358,181,Educational STEM Kit,1812.01,2025-07-22
359,411,Pumpkin Spice Creamer,,2025-12-28
360,10,Electric Opener for Jars and Bottles,1424.0,2025-11-01
361,532,Coffee Making Kit,89.53,2025-04-29
362,420,Creamy Tomato Basil Soup,223.6,2025-06-14
363,286,Granola Bars,1495.22,2025-12-30
364,77,Heart-Shaped Baking Molds,1804.65,2025-04-01
365,401,Smart Wi-Fi Camera,500.26,2025-06-08
366,394,Outdoor Adventure Backpack,3938.76,2025-04-02
367,49,Fruit and Nut Bars,1624.71,2025-10-20
368,71,Lockable Bicycle Chain,3470.82,2025-12-10
369,352,Coconut Cream Pie Yogurt,1668.07,2025-07-05
370,451,LED Flashlight,2452.22,2025-11-14
371,388,Customizable Name Puzzle,1247.37,2025-03-24
372,74,Ethical Wool Scarf,2818.04,2025-01-19
373,22,Lemon Basil Pasta Sauce,,2025-03-01
374,49,Pet Travel Carrier,359.28,2025-12-02
375,396,Carrot Sticks,1735.49,
376,220,Cranberry Juice,3302.8,2025-05-10
377,408,Classic Bagels,2457.79,2025-03-18
378,289,Pet Nail Clipper,,2025-07-23
379,509,DIY Lip Balm Making Kit,,2025-06-28
380,11,Caramel Apple Chips,3769.82,2025-09-01
381,211,Digital Thermostat,3231.24,2025-06-23
382,222,Creamy Avocado Dip,4834.53,2025-08-19
383,481,Natural Soy Candles,4637.6,2025-04-05
384,192,Paint By Numbers Kit,3867.1,2025-06-15
385,543,Lightweight Travel Backpack,4967.6,2025-02-01
386,497,Garlic and Herb Cream Cheese,1499.92,2025-01-20
387,67,Italian Herbal Seasoning,3788.97,2025-07-09
388,126,Traditional Hummus,1328.24,2025-06-05
389,446,Honey Roasted Chickpeas,3749.79,2025-01-04
390,445,Grass Fed Beef Patties,2700.1,2025-08-03
391,290,Mango Chia Pudding,1733.8,2025-03-24
392,47,Portable Speakers,2542.45,2025-10-23
393,537,Fashionable Fanny Pack,1511.98,2025-10-28
394,429,Herb Seasoned Rice,,2025-08-14
395,177,Baked Falafel Balls,998.27,2025-12-16
396,137,Vegetable Spiralizer,2761.09,2025-12-10
397,503,Blueberry Muffin Mix,2555.38,
398,461,Chia Seed Pudding,2019.81,2025-05-01
399,164,Wireless Music Receiver,4359.82,2025-10-11
400,255,Black Bean Soup,3508.76,2025-02-17
401,184,Skincare Fridge,2372.29,2025-02-09
402,282,Fitness Resistance Bands,2354.85,2025-03-01
403,429,Suede Ankle Booties,620.63,2025-09-22
404,237,Vegetarian Sausage Links,1417.52,2025-10-02
405,333,Garden Hose Reel,869.59,2025-10-10
406,234,Mini Waffle Maker,3667.95,2025-06-14
407,315,Margherita Pizza,,2025-07-14
408,345,Portable Solar Camp Shower,821.16,2025-11-27
409,299,Cable Knit Beanie,,2025-11-01
410,243,Blackberry Compote,826.61,2025-11-03
411,458,Dual Function Electric Skillet,4085.55,2025-04-30
412,500,Portable Jump Starter,,2025-01-05
413,211,Cream Cheese,2776.48,2025-02-09
414,350,Ricotta Cheese,2523.4,2025-03-12
415,388,Maple Breakfast Sausage,4587.61,2025-04-27
416,106,Portable Bluetooth Keyboard,4207.97,2025-06-01
417,20,Oatmeal Raisin Cookies,1149.45,2025-06-15
418,540,Vegan Cheese,,2025-03-30
419,192,Raspberry Lemonade Mix,1165.35,2025-10-10
420,504,Wooden Kitchen Utensil Set,2776.41,2025-05-03
421,118,Kids' Educational Tablet,2321.44,2025-05-11
422,339,Apple Cinnamon Breakfast Muffins,511.97,2025-04-06
423,242,Safety First Aid Kit,3202.54,2025-12-11
424,340,USB Desk Fan,2134.17,2025-05-31
425,93,Oven-Baked Chicken Tenders,1154.38,2025-07-26
426,80,Spinach and Feta Wraps,3443.43,2025-05-27
427,23,Black Olives,4429.52,2025-06-06
428,121,Mango Chilli Sauce,4336.92,2025-07-30
429,185,Peanut Butter Banana Smoothie Mix,4802.2,2025-11-05
430,246,Compact Refrigerator,4761.66,2025-09-01
431,129,Vanilla Protein Powder,1790.55,2025-01-12
432,259,Mayonnaise,3894.89,2025-04-27
433,543,Mini Cordless Vacuum Cleaner,,2025-04-27
434,484,Wild Rice Pilaf,2298.64,2025-10-21
435,164,Pet Water Fountain,3080.77,2025-10-16
436,244,Beef Chili,4576.6,2025-09-05
437,532,Vanilla Ice Cream,1551.15,2025-12-23
438,394,Vegetable Lasagna,3537.59,2025-07-16
439,3,Coconut Chia Seed Pudding,531.58,2025-12-06
440,397,Black Bean Spaghetti,1867.14,2025-09-10
441,113,Avocado Lime Dressing,2752.31,2025-07-05
442,82,Banana Chips,2828.66,2025-07-04
443,548,Avocado Oil Mayo,2968.2,2025-03-07
444,176,Rustic Italian Bread,1041.8,2025-09-09
445,182,Car Vacuum,2228.61,2025-05-02
446,333,Margherita Pizza,33.79,2025-03-23
447,319,Buffalo Style Cauliflower Bites,4315.92,2025-01-24
448,460,Wine Decanter,500.07,2025-12-11
449,133,Black Bean & Corn Salad,2461.21,2025-05-06
450,508,Sweet Potatoes,,2025-11-04
451,199,Digital Wireless Camera,,2025-11-03
452,518,Portable Phone Mug Holder,4994.34,2025-04-07
453,510,LED Flashlight,3251.82,2025-10-03
454,381,Cat Scratching Post with Toys,2979.92,2025-03-05
455,101,Arcade Game Machine,4114.35,2025-01-24
456,46,Vegetable and Cheese Quesadillas,1160.54,2025-11-09
457,218,High-Waisted Skirt,154.85,2025-09-26
458,519,Wireless Printer,4962.1,2025-07-22
459,310,Non-Stick Baking Sheet,2937.36,2025-11-10
460,371,Vegetable Lasagna,2836.23,
461,79,Poppy Seed Dressing,3832.82,2025-05-23
462,82,Dill Pickle Chips,4771.68,2025-07-29
463,236,Gardening Kneeler and Seat,971.36,2025-12-11
464,139,Quinoa Salad,3169.52,
465,157,Homestyle Chicken Noodle Soup,1660.45,2025-08-26
466,351,Kettle Chip Variety Pack,3849.14,2025-08-02
467,152,Pet Water Fountain with Filtration,93.6,2025-02-02
468,92,Portable Hand Warmer,4095.27,2025-01-02
469,417,Turkey Bacon,2267.71,2025-10-03
470,447,Pita Bread,654.33,2025-01-09
471,357,Spicy Avocado Salsa,4338.46,2025-05-30
472,454,Cotton Quilted Throw Blanket,,2025-04-21
473,255,Trackpad for Laptop,2792.55,2025-12-29
474,410,Rice Cakes,2572.96,2025-10-20
475,195,Maple Breakfast Sausage,3346.82,2025-02-25
476,151,Casual Cropped Sweater,4719.91,2025-07-26
477,501,Tuna Fish (canned),252.75,
478,341,Butternut Squash Ravioli,,2025-02-22
479,183,Digital Food Scale,3288.86,2025-08-09
480,154,Spaghetti and Meatball Dinner Kit,128.64,2025-05-08
481,9,Hot Dog Buns,1038.29,2025-03-22
482,210,Peanut Butter Chocolate Chip Bars,98.73,2025-01-12
483,405,Coconut Flakes,3985.01,2025-08-22
484,347,Trackpad for Laptop,269.07,2025-07-30
485,347,Adjustable Yoga Mat Strap,954.66,2025-11-07
486,193,Whole Grain Hamburger Buns,3212.95,2025-07-14
487,215,Watercolor Paint Set,1322.61,
488,185,Plant Pot Drip Trays,3583.57,
489,259,Lightweight Rain Jacket,4709.76,2025-10-07
490,519,Travel Jewelry Organizer,4462.81,2025-04-24
491,357,Portable Water Filter,3725.48,2025-07-21
492,49,Taro Chips,1129.16,2025-02-04
493,381,Gardening Tool Belt,4585.78,2025-04-07
494,398,V-Neck Sweater,550.08,2025-08-02
495,49,Vegan Protein Powder,134.21,2025-10-12
496,345,Garlic Parmesan Wings,1850.91,2025-09-07
497,196,Caraway Rye Bread,673.06,2025-11-04
498,220,Fire Roasted Salsa,2176.45,2025-06-08
499,327,Herbed Goat Cheese,4336.83,
500,384,Basic V-Neck T-Shirt,2731.95,2025-06-11
501,529,Non-Stick Grill Mat,2783.24,2025-05-01
502,531,Sweet Potato Noodles,3560.85,2025-08-15
503,134,Bluetooth Car Adapter,597.85,2025-10-20
504,330,Reflective Safety Vest,3194.29,2025-01-06
505,128,Dish Soap Dispenser,1160.89,2025-04-26
506,46,Weighted Jump Rope with Counter,352.54,2025-07-26
507,79,Avocado Lime Dressing,1641.8,2025-06-22
508,164,Handmade Wooden Utensil Set,4749.88,
509,469,Cold Brew Coffee Maker,1173.59,2025-05-18
510,112,Fitness Tracker Band,3430.41,2025-04-04
511,259,Frozen Cauliflower Rice,679.02,2025-04-30
512,470,Organic Whole Wheat Flour,1954.67,2025-03-15
513,503,Almond Joy Munch Bars,4385.92,2025-09-12
514,379,Multi-Purpose Marine Rope,1798.47,2025-03-18
515,65,Chili Con Carne Mix,3417.29,2025-02-02
516,238,Pesto Pasta Sauce,841.5,2025-06-19
517,180,Artisan Cornbread Mix,3899.57,2025-04-11
